Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,4,Hudson Valley,53-2011,"Airline Pilots, Copilots, and Flight Engineers",,121450,135210,63160,150600
10,4,Hudson Valley,53-2012,Commercial Pilots,140,156980,133900,91530,189700
10,4,Hudson Valley,53-2022,Airfield Operations Specialists,,68630,63420,49540,78170
10,4,Hudson Valley,53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",,35280,35570,32500,36670
10,4,Hudson Valley,53-3031,Driver/Sales Workers,1930,39350,31830,30360,43840
10,4,Hudson Valley,53-3032,Heavy and Tractor-Trailer Truck Drivers,7770,61310,60010,44160,69880
10,4,Hudson Valley,53-3033,Light Truck or Delivery Services Drivers,5620,47840,43930,33510,55010
10,4,Hudson Valley,53-3051,"Bus Drivers, School",5160,52880,50720,40720,58970
10,4,Hudson Valley,53-3052,"Bus Drivers, Transit and Intercity",880,54490,50630,44390,59530
10,4,Hudson Valley,53-3053,Shuttle Drivers and Chauffeurs,2290,43170,40100,31700,48900
10,4,Hudson Valley,53-3054,Taxi Drivers,200,35780,36110,29850,38750
10,4,Hudson Valley,53-3099,"Motor Vehicle Operators, All Other",170,46430,40430,32070,53610
10,4,Hudson Valley,53-5011,Sailors and Marine Oilers,,57570,50570,35060,68830
10,4,Hudson Valley,53-5021,"Captains, Mates, and Pilots of Water Vessels",,99370,83130,59750,119180
10,4,Hudson Valley,53-5022,Motorboat Operators,,52760,48990,44410,56930
10,4,Hudson Valley,53-5031,Ship Engineers,,90020,67070,39070,115490
10,4,Hudson Valley,53-6021,Parking Lot Attendants,660,36830,31790,30610,39940
10,4,Hudson Valley,53-6031,Automotive and Watercraft Service Attendants,420,36150,35500,30290,39080
10,4,Hudson Valley,53-6032,Aircraft Service Attendants,,41490,40230,36980,43740
10,4,Hudson Valley,53-6041,Traffic Technicians,,61940,65180,43810,71000
10,4,Hudson Valley,53-6051,Transportation Inspectors,,74230,65750,58270,82210
10,4,Hudson Valley,53-6099,"Transportation Workers, All Other",,43630,40620,37000,46940
10,4,Hudson Valley,53-7011,Conveyor Operators and Tenders,160,37190,34760,27490,42040
10,4,Hudson Valley,53-7021,Crane and Tower Operators,110,171830,139310,82720,216390
10,4,Hudson Valley,53-7041,Hoist and Winch Operators,,90360,85420,58060,106510
10,4,Hudson Valley,53-7051,Industrial Truck and Tractor Operators,1700,44840,40620,32400,51060
10,4,Hudson Valley,53-7061,Cleaners of Vehicles and Equipment,1810,38000,35590,29950,42020
10,4,Hudson Valley,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",11650,40530,38650,30740,45430
10,4,Hudson Valley,53-7063,Machine Feeders and Offbearers,,34140,31120,29590,36410
10,4,Hudson Valley,53-7064,"Packers and Packagers, Hand",2140,34890,31790,29240,37710
10,4,Hudson Valley,53-7065,Stockers and Order Fillers,15920,37820,37500,30410,41530
10,4,Hudson Valley,53-7081,Refuse and Recyclable Material Collectors,570,60700,65370,39110,71490
10,4,Hudson Valley,53-7199,"Material Moving Workers, All Other",,54490,61610,41470,60990
10,5,Long Island,00-0000,"Total, All Occupations",1206040,70780,50270,33630,89360
10,5,Long Island,11-0000,Management Occupations,60950,154770,131820,75720,194300
10,5,Long Island,11-1011,Chief Executives,350,272030,,124410,345840
10,5,Long Island,11-1021,General and Operations Managers,28310,147360,128440,64820,188630
10,5,Long Island,11-1031,Legislators,330,92130,99160,62800,106800
10,5,Long Island,11-2011,Advertising and Promotions Managers,220,160130,130050,88490,195950
10,5,Long Island,11-2021,Marketing Managers,1650,191730,171010,117930,228640
10,5,Long Island,11-2022,Sales Managers,2600,182190,168240,97830,224380
10,5,Long Island,11-2032,Public Relations Managers,180,174760,165880,107420,208430
10,5,Long Island,11-2033,Fundraising Managers,120,167580,166250,101330,200710
10,5,Long Island,11-3012,Administrative Services Managers,1330,147410,132070,98210,172010
10,5,Long Island,11-3013,Facilities Managers,730,136160,129910,87250,160620
10,5,Long Island,11-3021,Computer and Information Systems Managers,2280,193990,170830,130510,225730
10,5,Long Island,11-3031,Financial Managers,4460,201790,177630,116850,244260
10,5,Long Island,11-3051,Industrial Production Managers,780,141100,130730,91460,165920
10,5,Long Island,11-3061,Purchasing Managers,440,163410,162650,109600,190310
10,5,Long Island,11-3071,"Transportation, Storage, and Distribution Managers",770,123730,120190,79700,145750
10,5,Long Island,11-3111,Compensation and Benefits Managers,120,190810,168240,121750,225340
10,5,Long Island,11-3121,Human Resources Managers,740,194170,172380,123600,229450
10,5,Long Island,11-3131,Training and Development Managers,220,177530,167360,116950,207810
10,5,Long Island,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",,87910,64200,52210,105750
10,5,Long Island,11-9021,Construction Managers,1000,145000,131050,94060,170470
10,5,Long Island,11-9031,"Education Administrators, Preschool and Childcare Center/Program",520,74490,77540,45560,88960
10,5,Long Island,11-9032,"Education Administrators, Elementary and Secondary School",3090,161590,165480,117780,183500
10,5,Long Island,11-9033,"Education Administrators, Postsecondary",420,179320,166470,108480,214740
10,5,Long Island,11-9039,"Education Administrators, All Other",270,136490,121830,63930,172770
10,5,Long Island,11-9041,Architectural and Engineering Managers,670,184360,171260,134270,209400
10,5,Long Island,11-9051,Food Service Managers,2090,78310,78410,52070,91430
10,5,Long Island,11-9072,"Entertainment and Recreation Managers, Except Gambling",,105380,101240,67310,124410
10,5,Long Island,11-9081,Lodging Managers,230,99400,81540,57650,120280
10,5,Long Island,11-9111,Medical and Health Services Managers,3600,167670,155240,107170,197920
10,5,Long Island,11-9121,Natural Sciences Managers,280,175690,164190,116480,205300
10,5,Long Island,11-9131,Postmasters and Mail Superintendents,150,91030,91380,79520,96780
10,5,Long Island,11-9141,"Property, Real Estate, and Community Association Managers",610,122110,101110,63820,151260
10,5,Long Island,11-9151,Social and Community Service Managers,1200,95820,84020,64470,111500
10,5,Long Island,11-9161,Emergency Management Directors,,119770,128650,81240,139040
10,5,Long Island,11-9171,Funeral Home Managers,160,115630,103350,66530,140180
10,5,Long Island,11-9199,"Managers, All Other",890,160490,152400,89710,195880
10,5,Long Island,13-0000,Business and Financial Operations Occupations,69120,98450,83020,53830,120760
10,5,Long Island,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",,128530,79100,62780,161410
10,5,Long Island,13-1020,Buyers and Purchasing Agents,4010,75530,72500,45530,90530
10,5,Long Island,13-1031,"Claims Adjusters, Examiners, and Investigators",2580,88500,82120,60210,102650
10,5,Long Island,13-1041,Compliance Officers,2020,91520,82310,55510,109530
10,5,Long Island,13-1051,Cost Estimators,1690,93470,83620,55550,112430
10,5,Long Island,13-1071,Human Resources Specialists,4740,86690,79960,53030,103530
10,5,Long Island,13-1075,Labor Relations Specialists,720,100090,79760,54750,122770
10,5,Long Island,13-1081,Logisticians,620,83240,79770,49320,100200
10,5,Long Island,13-1082,Project Management Specialists,6840,111660,104810,67620,133680
10,5,Long Island,13-1111,Management Analysts,3800,116910,102640,71140,139800
10,5,Long Island,13-1121,"Meeting, Convention, and Event Planners",800,92550,79270,47960,114850
10,5,Long Island,13-1131,Fundraisers,620,79470,79090,46050,96180
10,5,Long Island,13-1141,"Compensation, Benefits, and Job Analysis Specialists",730,89890,83440,58480,105590
10,5,Long Island,13-1151,Training and Development Specialists,2520,74890,63890,34130,95260
10,5,Long Island,13-1161,Market Research Analysts and Marketing Specialists,6460,85240,79270,49480,103120
10,5,Long Island,13-1199,"Business Operations Specialists, All Other",3550,82820,78400,47320,100570
10,5,Long Island,13-2011,Accountants and Auditors,13610,108600,99130,61940,131930
10,5,Long Island,13-2020,Appraisers and Assessors of Real Estate,400,89530,79340,50930,108830
10,5,Long Island,13-2031,Budget Analysts,220,107250,104170,71270,125240
10,5,Long Island,13-2041,Credit Analysts,410,108610,96110,63050,131390
10,5,Long Island,13-2051,Financial Analysts,2790,128430,124460,73140,156070
10,5,Long Island,13-2052,Personal Financial Advisors,1370,147440,107160,66020,188160
10,5,Long Island,13-2053,Insurance Underwriters,2120,110510,101780,67380,132080
10,5,Long Island,13-2054,Financial Risk Specialists,690,139660,107840,91890,163540
10,5,Long Island,13-2061,Financial Examiners,650,114040,102850,65260,138430
10,5,Long Island,13-2071,Credit Counselors,110,67790,63720,46640,78370
10,5,Long Island,13-2072,Loan Officers,2270,104350,83620,51450,130790
10,5,Long Island,13-2081,"Tax Examiners and Collectors, and Revenue Agents",1080,67870,65570,48880,77370
10,5,Long Island,13-2082,Tax Preparers,1190,47740,38190,31200,58220
10,5,Long Island,13-2099,"Financial Specialists, All Other",420,81210,76300,51500,96060
10,5,Long Island,15-0000,Computer and Mathematical Occupations,22650,106510,101100,61950,128790
10,5,Long Island,15-1211,Computer Systems Analysts,2130,120350,106650,78320,141370
10,5,Long Island,15-1212,Information Security Analysts,510,138450,129800,81840,166760
10,5,Long Island,15-1221,Computer and Information Research Scientists,,163250,137890,100240,194760
10,5,Long Island,15-1231,Computer Network Support Specialists,1070,87680,80220,55590,103720
10,5,Long Island,15-1232,Computer User Support Specialists,4040,69030,63450,44780,81160
10,5,Long Island,15-1241,Computer Network Architects,1130,125310,123220,82560,146690
10,5,Long Island,15-1242,Database Administrators,390,100300,83470,62250,119320
10,5,Long Island,15-1243,Database Architects,250,139800,137110,83280,168050
10,5,Long Island,15-1244,Network and Computer Systems Administrators,2420,107690,102200,70950,126060
10,5,Long Island,15-1251,Computer Programmers,1170,90760,83470,51570,110350
10,5,Long Island,15-1252,Software Developers,6210,123860,124810,78040,146770
10,5,Long Island,15-1253,Software Quality Assurance Analysts and Testers,510,116700,104850,78920,135590
10,5,Long Island,15-1254,Web Developers,670,75560,64200,43900,91390
10,5,Long Island,15-1255,Web and Digital Interface Designers,340,97470,83210,56390,118010
10,5,Long Island,15-1299,"Computer Occupations, All Other",490,97340,95850,56720,117650
10,5,Long Island,15-2011,Actuaries,260,156460,132700,85410,191990
10,5,Long Island,15-2031,Operations Research Analysts,300,101650,95760,60290,122330
10,5,Long Island,15-2041,Statisticians,,98630,86170,67670,114120
10,5,Long Island,15-2051,Data Scientists,540,129590,126190,76900,155940
10,5,Long Island,17-0000,Architecture and Engineering Occupations,12510,99440,94520,58750,119780
10,5,Long Island,17-1011,"Architects, Except Landscape and Naval",990,109560,102040,64050,132320
10,5,Long Island,17-1012,Landscape Architects,220,87010,80250,60970,100030
10,5,Long Island,17-1021,Cartographers and Photogrammetrists,,72840,62550,56630,80950
10,5,Long Island,17-1022,Surveyors,240,95640,81830,55170,115880
10,5,Long Island,17-2011,Aerospace Engineers,170,113630,106560,80870,130010
10,5,Long Island,17-2031,Biomedical Engineers,,117850,105600,64360,144590
10,5,Long Island,17-2041,Chemical Engineers,,78880,65230,55990,90320
10,5,Long Island,17-2051,Civil Engineers,1660,106980,102110,64180,128370
10,5,Long Island,17-2061,Computer Hardware Engineers,160,133060,127510,90080,154540
10,5,Long Island,17-2071,Electrical Engineers,1480,115050,105600,71300,136920
10,5,Long Island,17-2072,"Electronics Engineers, Except Computer",310,105480,98940,70310,123060
10,5,Long Island,17-2081,Environmental Engineers,270,105250,95710,63300,126220
10,5,Long Island,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",220,119330,131680,84400,136790
10,5,Long Island,17-2112,Industrial Engineers,1380,106990,102910,72050,124460
10,5,Long Island,17-2131,Materials Engineers,,133250,127120,87830,155960
10,5,Long Island,17-2141,Mechanical Engineers,960,109630,102910,71520,128690
10,5,Long Island,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",,91120,81100,75780,98780
10,5,Long Island,17-2199,"Engineers, All Other",700,129220,125480,77500,155080
10,5,Long Island,17-3011,Architectural and Civil Drafters,790,66680,62550,43570,78230
10,5,Long Island,17-3012,Electrical and Electronics Drafters,140,72200,76260,48950,83820
10,5,Long Island,17-3013,Mechanical Drafters,280,71230,64170,49240,82230
10,5,Long Island,17-3019,"Drafters, All Other",130,62730,50060,43260,72460
10,5,Long Island,17-3021,Aerospace Engineering and Operations Technicians,,61030,52400,49400,66840
10,5,Long Island,17-3022,Civil Engineering Technicians,270,60100,50210,38820,70740
10,5,Long Island,17-3023,Electrical and Electronic Engineering Technicians,810,74620,76970,50670,86600
10,5,Long Island,17-3024,Electro-Mechanical Technicians,,90490,102490,68110,101680
10,5,Long Island,17-3025,Environmental Engineering Technicians,,75620,62980,53690,86580
10,5,Long Island,17-3026,Industrial Engineering Technicians,210,66040,62950,47030,75540
10,5,Long Island,17-3027,Mechanical Engineering Technicians,210,76050,71750,54730,86710
10,5,Long Island,17-3028,Calibration Technologists and Technicians,,72780,63200,62030,78150
10,5,Long Island,17-3029,"Engineering Technicians, Except Drafters, All Other",190,82980,80310,58330,95300
10,5,Long Island,17-3031,Surveying and Mapping Technicians,330,70640,62340,43720,84100
10,5,Long Island,19-0000,"Life, Physical, and Social Science Occupations",9140,94460,81500,53150,115120
10,5,Long Island,19-1012,Food Scientists and Technologists,,92520,100180,52390,112580
10,5,Long Island,19-1013,Soil and Plant Scientists,,81900,77880,75750,84970
10,5,Long Island,19-1021,Biochemists and Biophysicists,110,108940,103140,69840,128500
10,5,Long Island,19-1022,Microbiologists,170,85740,80250,56380,100420
10,5,Long Island,19-1023,Zoologists and Wildlife Biologists,,79620,68330,65240,86810
10,5,Long Island,19-1029,"Biological Scientists, All Other",,103710,100610,73160,118990
10,5,Long Island,19-1031,Conservation Scientists,,92380,78890,55030,111060
10,5,Long Island,19-1042,"Medical Scientists, Except Epidemiologists",640,109250,98840,66000,130870
10,5,Long Island,19-1099,"Life Scientists, All Other",,94880,82010,60840,111890
10,5,Long Island,19-2012,Physicists,,182380,180490,122370,212390
10,5,Long Island,19-2021,Atmospheric and Space Scientists,,141510,139700,88360,168090
10,5,Long Island,19-2031,Chemists,880,88160,80280,57770,103360
10,5,Long Island,19-2032,Materials Scientists,140,123290,134780,72530,148670
10,5,Long Island,19-2041,"Environmental Scientists and Specialists, Including Health",610,94910,84530,58720,113000
10,5,Long Island,19-2042,"Geoscientists, Except Hydrologists and Geographers",110,88450,81430,61080,102140
10,5,Long Island,19-2043,Hydrologists,,120930,113970,80020,141390
10,5,Long Island,19-2099,"Physical Scientists, All Other",,155210,140630,98610,183510
10,5,Long Island,19-3011,Economists,,116970,108450,79020,135950
10,5,Long Island,19-3033,Clinical and Counseling Psychologists,520,125380,108450,64290,155920
10,5,Long Island,19-3034,School Psychologists,1200,112900,106750,77510,130600
10,5,Long Island,19-3039,"Psychologists, All Other",,119270,131150,66400,145710
10,5,Long Island,19-3051,Urban and Regional Planners,180,95390,85110,69700,108240
10,5,Long Island,19-3093,Historians,,63830,46380,34190,78640
10,5,Long Island,19-3099,"Social Scientists and Related Workers, All Other",,109240,100610,65010,131360
10,5,Long Island,19-4013,Food Science Technicians,,49090,48080,36030,55610
10,5,Long Island,19-4021,Biological Technicians,800,54800,57000,37210,63590
10,5,Long Island,19-4031,Chemical Technicians,540,60050,60550,42300,68920
10,5,Long Island,19-4042,"Environmental Science and Protection Technicians, Including Health",280,58300,57360,42090,66410
10,5,Long Island,19-4043,"Geological Technicians, Except Hydrologic Technicians",,73800,63500,50970,85220
10,5,Long Island,19-4061,Social Science Research Assistants,,62030,61000,35900,75090
10,5,Long Island,19-4092,Forensic Science Technicians,,93430,101300,60700,109790
10,5,Long Island,19-4099,"Life, Physical, and Social Science Technicians, All Other",930,71930,64270,55200,80300
10,5,Long Island,19-5011,Occupational Health and Safety Specialists,500,91930,84530,60370,107710
10,5,Long Island,19-5012,Occupational Health and Safety Technicians,,62350,61000,33640,76700
10,5,Long Island,21-0000,Community and Social Service Occupations,18490,69350,62680,40060,84000
10,5,Long Island,21-1012,"Educational, Guidance, School, and Vocational Counselors",2490,88890,81220,50080,108300
10,5,Long Island,21-1013,Marriage and Family Therapists,150,65730,61930,31280,82950
10,5,Long Island,21-1015,Rehabilitation Counselors,480,47280,40170,34080,53880
10,5,Long Island,21-1018,"Substance abuse, behavioral disorder, and mental health counselors?(OES-specific code and title)",2570,60880,58130,40750,70940
10,5,Long Island,21-1019,"Counselors, All Other",,60240,63630,46420,67150
10,5,Long Island,21-1021,"Child, Family, and School Social Workers",2430,83880,79820,53460,99080
10,5,Long Island,21-1022,Healthcare Social Workers,2380,71210,64300,45720,83950
10,5,Long Island,21-1023,Mental Health and Substance Abuse Social Workers,1540,81940,78690,49380,98230
10,5,Long Island,21-1029,"Social Workers, All Other",,82130,82530,63040,91670
10,5,Long Island,21-1091,Health Educators,230,62220,62510,35750,75450
10,5,Long Island,21-1092,Probation Officers and Correctional Treatment Specialists,420,99720,101840,82580,108290
10,5,Long Island,21-1093,Social and Human Service Assistants,2860,46230,44460,32950,52870
10,5,Long Island,21-1094,Community Health Workers,740,54410,48970,37010,63110
10,5,Long Island,21-1099,"Community and Social Service Specialists, All Other",230,75560,71170,50610,88030
10,5,Long Island,21-2011,Clergy,950,68590,61930,34810,85480
10,5,Long Island,21-2021,"Directors, Religious Activities and Education",660,57930,50690,35310,69240
10,5,Long Island,21-2099,"Religious Workers, All Other",150,44360,37960,31200,51750
10,5,Long Island,23-0000,Legal Occupations,15650,133090,103660,57420,170920
10,5,Long Island,23-1011,Lawyers,9660,172660,166720,91360,213300
10,5,Long Island,23-1012,Judicial Law Clerks,110,75890,49480,40450,93610
10,5,Long Island,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",210,104520,102030,81620,115970
10,5,Long Island,23-1022,"Arbitrators, Mediators, and Conciliators",,61570,48470,31200,77180
10,5,Long Island,23-1023,"Judges, Magistrate Judges, and Magistrates",230,165920,175350,96880,200430
10,5,Long Island,23-2011,Paralegals and Legal Assistants,4950,63760,62450,43790,73740
10,5,Long Island,23-2093,"Title Examiners, Abstractors, and Searchers",330,60400,56900,40710,70250
10,5,Long Island,23-2099,"Legal Support Workers, All Other",,82460,71410,45230,101070
10,5,Long Island,29-1031,Dietitians and Nutritionists,800,80350,80210,61230,89910
10,5,Long Island,25-0000,"Education, Training, and Library Occupations",94660,85300,80360,36700,109590
10,5,Long Island,25-1011,"Business Teachers, Postsecondary",710,108630,103140,49050,138410
10,5,Long Island,25-1021,"Computer Science Teachers, Postsecondary",330,103740,102910,50990,130110
10,5,Long Island,25-1022,"Mathematical Science Teachers, Postsecondary",450,109470,103140,56020,136190
10,5,Long Island,25-1031,"Architecture Teachers, Postsecondary",,119180,135690,60700,148420
10,5,Long Island,25-1032,"Engineering Teachers, Postsecondary",280,127440,109190,73780,154270
10,5,Long Island,25-1042,"Biological Science Teachers, Postsecondary",450,118150,104750,53360,150550
10,5,Long Island,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",210,108530,108170,59420,133090
10,5,Long Island,25-1052,"Chemistry Teachers, Postsecondary",170,97510,85050,52910,119820
10,5,Long Island,25-1054,"Physics Teachers, Postsecondary",160,119830,108170,64270,147610
10,5,Long Island,25-1061,"Anthropology and Archeology Teachers, Postsecondary",,136190,108170,96340,156120
10,5,Long Island,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",,100200,104880,62890,118850
10,5,Long Island,25-1063,"Economics Teachers, Postsecondary",,121480,106370,61990,151230
10,5,Long Island,25-1065,"Political Science Teachers, Postsecondary",,117290,108170,65060,143400
10,5,Long Island,25-1066,"Psychology Teachers, Postsecondary",300,92670,82590,50320,113850
10,5,Long Island,25-1067,"Sociology Teachers, Postsecondary",130,81030,81070,37910,102580
10,5,Long Island,25-1069,"Social Sciences Teachers, Postsecondary, All Other",130,127160,122090,67630,156920
10,5,Long Island,25-1071,"Health Specialties Teachers, Postsecondary",2220,138870,109190,60320,178140
10,5,Long Island,25-1072,"Nursing Instructors and Teachers, Postsecondary",520,106450,104750,53260,133040
10,5,Long Island,25-1081,"Education Teachers, Postsecondary",380,86090,64630,45230,106520
10,5,Long Island,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",,68720,63460,32630,86760
10,5,Long Island,25-1112,"Law Teachers, Postsecondary",220,124770,105510,70520,151900
10,5,Long Island,25-1113,"Social Work Teachers, Postsecondary",100,85270,80250,46410,104690
10,5,Long Island,25-1121,"Art, Drama, and Music Teachers, Postsecondary",810,101190,82760,54410,124580
10,5,Long Island,25-1122,"Communications Teachers, Postsecondary",270,86110,82240,52280,103030
10,5,Long Island,25-1123,"English Language and Literature Teachers, Postsecondary",750,92970,82620,49930,114490
10,5,Long Island,25-1124,"Foreign Language and Literature Teachers, Postsecondary",150,87320,81070,46680,107640
10,5,Long Island,25-1125,"History Teachers, Postsecondary",190,88630,84540,42470,111710
10,5,Long Island,25-1126,"Philosophy and Religion Teachers, Postsecondary",130,106170,103140,53810,132340
10,5,Long Island,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",,98410,84540,58030,118600
10,5,Long Island,25-1194,"Vocational Education Teachers, Postsecondary",510,83320,66390,45670,102140
10,5,Long Island,25-1199,"Postsecondary Teachers, All Other",180,83280,64350,45800,102020
10,5,Long Island,25-2011,"Preschool Teachers, Except Special Education",2650,47690,38520,31710,55690
10,5,Long Island,25-2012,"Kindergarten Teachers, Except Special Education",970,108230,125180,66260,129210
10,5,Long Island,25-2021,"Elementary School Teachers, Except Special Education",14490,108170,105250,67910,128310
10,5,Long Island,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",5910,113570,127190,77850,131430
10,5,Long Island,25-2023,"Career/Technical  Education Teachers, Middle School",280,105730,104110,70210,123490
10,5,Long Island,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",13960,114450,128800,78210,132570
10,5,Long Island,25-2032,"Career/Technical Education Teachers, Secondary School",820,110280,107730,75480,127680
10,5,Long Island,25-2051,"Special Education Teachers, Preschool",510,95460,83850,54470,115950
10,5,Long Island,25-2052,"Special Education Teachers, Kindergarten and Elementary School",3090,98440,101300,66600,114360
10,5,Long Island,25-2057,"Special Education Teachers, Middle School",1490,113420,107730,83870,128200
10,5,Long Island,25-2058,"Special Education Teachers, Secondary School",3040,107520,104110,70470,126060
10,5,Long Island,25-2059,"Special Education Teachers, All Other",300,113640,133940,58740,141100
10,5,Long Island,29-1041,Optometrists,420,145770,133140,117430,159940
10,5,Long Island,25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,490,87800,82050,54660,104380
10,5,Long Island,25-3021,Self-Enrichment Education Teachers,3690,70730,51130,35970,88110
10,5,Long Island,25-3031,"Substitute Teachers, Short-Term",5480,45580,39060,31660,52540
10,5,Long Island,25-3041,Tutors,1730,66690,38850,31430,84320
10,5,Long Island,25-3099,"Teachers and Instructors, All Other",180,97850,97080,44480,124540
10,5,Long Island,25-4011,Archivists,,82090,79730,51440,97410
10,5,Long Island,25-4012,Curators,110,81100,64330,50560,96370
10,5,Long Island,25-4013,Museum Technicians and Conservators,,78870,64240,43400,96600
10,5,Long Island,25-4022,Librarians and Media Collections Specialists,1970,86500,79820,59120,100180
10,5,Long Island,25-4031,Library Technicians,610,45940,39040,31200,53920
10,5,Long Island,25-9031,Instructional Coordinators,2250,82970,81260,44920,102000
10,5,Long Island,25-9044,"Teaching Assistants, Postsecondary",980,65540,64610,45700,75460
10,5,Long Island,25-9045,"Teaching Assistants, Except Postsecondary",19190,37140,34740,31200,41310
10,5,Long Island,25-9099,"Education, Training, and Library Workers, All Other",100,68430,61840,44890,80210
10,5,Long Island,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",14220,80710,65360,39290,101420
10,5,Long Island,27-1011,Art Directors,460,156680,168620,93680,188180
10,5,Long Island,27-1014,Multimedia Artists and Animators,,113860,65930,49070,146260
10,5,Long Island,27-1019,"Artists and Related Workers, All Other",,135080,94190,57330,173960
10,5,Long Island,27-1021,Commercial and Industrial Designers,270,78700,66150,44690,95710
10,5,Long Island,27-1023,Floral Designers,280,38620,37360,31200,42590
10,5,Long Island,27-1024,Graphic Designers,1700,70440,64210,41870,84730
10,5,Long Island,27-1025,Interior Designers,650,72960,63690,38500,90190
10,5,Long Island,27-1026,Merchandise Displayers and Window Trimmers,1190,41120,38690,31220,46080
10,5,Long Island,27-1029,"Designers, All Other",150,101850,83420,51450,127050
10,5,Long Island,27-2012,Producers and Directors,730,100370,81380,48990,126060
10,5,Long Island,27-2022,Coaches and Scouts,2290,64960,51740,36620,79140
10,5,Long Island,27-2041,Music Directors and Composers,200,127610,104980,49170,166830
10,5,Long Island,27-3011,Radio and Television Announcers,,78650,48610,34170,100890
10,5,Long Island,27-3023,"News Analysts, Reporters, and Journalist",200,74910,63680,34220,95250
10,5,Long Island,27-3031,Public Relations Specialists,1530,85930,80870,50500,103640
10,5,Long Island,27-3041,Editors,740,98510,83420,51300,122110
10,5,Long Island,27-3042,Technical Writers,200,87550,80250,53930,104360
10,5,Long Island,27-3043,Writers and Authors,320,102310,79830,55840,125540
10,5,Long Island,27-3091,Interpreters and Translators,270,96120,83420,56790,115790
10,5,Long Island,27-3092,Court Reporters and Simultaneous Captioners,150,96300,105970,64310,112300
10,5,Long Island,27-3099,"Media and Communication Workers, All Other",,102340,80040,69560,118740
10,5,Long Island,27-4011,Audio and Video Equipment Technicians,420,65420,64500,43550,76350
10,5,Long Island,27-4012,Broadcast Technicians,110,64340,64810,41290,75870
10,5,Long Island,27-4014,Sound Engineering Technicians,,70150,62550,34160,88140
10,5,Long Island,27-4015,Lighting Technicians,,67390,51020,40050,81060
10,5,Long Island,27-4021,Photographers,320,59830,50250,34190,72650
10,5,Long Island,27-4031,"Camera Operators, Television, Video, and Motion Picture",,73890,60580,35110,93280
10,5,Long Island,27-4032,Film and Video Editors,,83330,65440,58310,95840
10,5,Long Island,27-4099,"Media and Communication Equipment Workers, All Other",,75940,72940,35420,96200
10,5,Long Island,29-0000,Healthcare Practitioners and Technical Occupations,90960,114340,102110,59640,141690
10,5,Long Island,29-1011,Chiropractors,390,105250,80370,72990,121380
10,5,Long Island,29-1021,"Dentists, General",1150,198460,173490,102720,246330
10,5,Long Island,29-1022,Oral and Maxillofacial Surgeons,180,332190,,197130,
10,5,Long Island,29-1029,"Dentists, All Other Specialists",,154110,110290,52460,204930
10,5,Long Island,29-1051,Pharmacists,2930,136070,134350,106350,150930
10,5,Long Island,29-1071,Physician Assistants,2850,146280,137240,118690,160070
10,5,Long Island,29-1081,Podiatrists,200,193550,167580,104420,238110
10,5,Long Island,29-1122,Occupational Therapists,1520,109190,102890,71350,128120
10,5,Long Island,29-1123,Physical Therapists,3300,100180,102910,75800,112380
10,5,Long Island,29-1124,Radiation Therapists,270,129110,130150,95430,145950
10,5,Long Island,29-1125,Recreational Therapists,210,62440,61930,46530,70390
10,5,Long Island,29-1126,Respiratory Therapists,1170,92170,98200,76620,99950
10,5,Long Island,29-1127,Speech-Language Pathologists,2410,110910,103960,74360,129190
10,5,Long Island,29-1128,Exercise Physiologists,,75810,76820,61480,82970
10,5,Long Island,29-1129,"Therapists, All Other",120,83890,77700,54240,98710
10,5,Long Island,29-1131,Veterinarians,730,142870,130890,84350,172140
10,5,Long Island,29-1141,Registered Nurses,30850,103230,103490,74720,117480
10,5,Long Island,29-1151,Nurse Anesthetists,480,232040,,172870,
10,5,Long Island,29-1161,Nurse Midwives,,135960,132630,120640,143620
10,5,Long Island,29-1171,Nurse Practitioners,2570,146600,133450,116590,161600
10,5,Long Island,29-1181,Audiologists,100,96100,96060,66110,111090
10,5,Long Island,29-1211,Anesthesiologists,620,347060,,219980,
10,5,Long Island,29-1212,Cardiologists,310,318690,,133680,
10,5,Long Island,29-1213,Dermatologists,,370100,,264530,
10,5,Long Island,29-1214,Emergency Medicine Physicians,410,273500,,79430,370540
10,5,Long Island,29-1215,Family Medicine Physicians,480,228490,202650,87980,298750
